【合租】上海大学 葑润华庭 3室次卧,葑润华庭,1600,http://sh.58.com//pinpaigongyu/27328388514881x.shtml,121.387403,31.32904
【合租】马陆 枫树林景苑 3室主卧,枫树林景苑,1575,http://sh.58.com//pinpaigongyu/27280103176771x.shtml,121.276732,31.337487
【整租】金桥 v领地青年公寓 1室1厅,【整租】金桥,2000,http://sh.58.com//pinpaigongyu/27413621493049x.shtml,121.793003,30.983674
【合租】青浦新城 城东新村一村 3室主卧,城东新村一村,1935,http://sh.58.com//pinpaigongyu/27225091638215x.shtml,121.129976,31.153907
【合租】南翔 裕丰小区 3室次卧,裕丰小区,1200,http://sh.58.com//pinpaigongyu/26884534736207x.shtml,121.315429,31.304594
【合租】南翔 漪园新村 3室主卧,漪园新村,1600,http://sh.58.com//pinpaigongyu/27172247919672x.shtml,121.314799,31.290805
【整租】浦江 v领地 1室1厅,v领地,1500,http://sh.58.com//pinpaigongyu/27412746246477x.shtml,121.473795,31.106506
【合租】罗店 美罗家园润苑 3室主卧,美罗家园润苑,1265,http://sh.58.com//pinpaigongyu/27379640750383x.shtml,121.332989,31.398909
【合租】菊园新区 宝菊新家园 4室次卧,宝菊新家园,1428,http://sh.58.com//pinpaigongyu/27225335007793x.shtml,121.23225,31.391661
【合租】嘉定城区 柳湖景庭 3室次卧,柳湖景庭,1000,http://sh.58.com//pinpaigongyu/26719816041936x.shtml,121.253413,31.412554
【整租】浦江 翌佳公寓 1室1厅,【整租】浦江,1280,http://sh.58.com//pinpaigongyu/27351509460041x.shtml,121.473795,31.106506
【合租】马陆 枫树林景苑 3室主卧,枫树林景苑,1642,http://sh.58.com//pinpaigongyu/27225088310961x.shtml,121.276732,31.337487
【整租】浦江 浦江人才公寓 1室1厅,【整租】浦江,1650,http://sh.58.com//pinpaigongyu/27360772109609x.shtml,121.528123,31.083408
【合租】菊园新区 怡华家园 3室次卧,怡华家园,1100,http://sh.58.com//pinpaigongyu/27359179978156x.shtml,121.251693,31.411665
【合租】马陆 枫树林景苑 3室次卧,枫树林景苑,1415,http://sh.58.com//pinpaigongyu/27225062938287x.shtml,121.276732,31.337487
【合租】月浦 阳光美林 3室主卧,阳光美林,1300,http://sh.58.com//pinpaigongyu/26904253097386x.shtml,121.416585,31.432601
【合租】上海大学 丰宝苑 3室次卧,丰宝苑,1600,http://sh.58.com//pinpaigongyu/27393231651756x.shtml,121.386765,31.32449
【整租】浦江 浦江人才公寓 1室1厅,【整租】浦江,1700,http://sh.58.com//pinpaigongyu/27360798540224x.shtml,121.528123,31.083408
【合租】杨行 天馨花园 3室次卧,天馨花园,1300,http://sh.58.com//pinpaigongyu/26927179507497x.shtml,121.438385,31.370165
【合租】南翔 漪园新村 3室主卧,漪园新村,1500,http://sh.58.com//pinpaigongyu/27414898983096x.shtml,121.314799,31.290805
【整租】浦江 浦江人才公寓 1室1厅,【整租】浦江,1650,http://sh.58.com//pinpaigongyu/27392837189553x.shtml,121.528123,31.083408
【合租】华新镇 绿地逸湾 3室次卧,绿地逸湾,1873,http://sh.58.com//pinpaigongyu/27125543434683x.shtml,121.229114,31.237492
【合租】罗店 佳境苑 4室主卧,佳境苑,1287,http://sh.58.com//pinpaigongyu/27202702150062x.shtml,121.3619527,31.41108831
【合租】川沙 华邦佳苑 3室次卧,华邦佳苑,1300,http://sh.58.com//pinpaigongyu/26951822352823x.shtml,121.719647,31.207791
【合租】南翔 翔和雅苑 3室次卧,翔和雅苑,1359,http://sh.58.com//pinpaigongyu/27158451051194x.shtml,121.30428,31.319122
【合租】罗店 美罗家园润苑 3室次卧,美罗家园润苑,1385,http://sh.58.com//pinpaigongyu/27098044430891x.shtml,121.332989,31.398909
【整租】外高桥 金地未未来 1室1厅,金地未未来,1955,http://sh.58.com//pinpaigongyu/27253856290365x.shtml,121.593117,31.312673
【合租】菊园新区 汇丰凯苑 3室主卧,汇丰凯苑,1605,http://sh.58.com//pinpaigongyu/27324332401227x.shtml,121.232363,31.392535
【整租】张江 乾昌大厦 1室1厅,乾昌大厦,2000,http://sh.58.com//pinpaigongyu/27336849596219x.shtml,121.614136,31.198677
【合租】马陆 金沙湾绿地和苑 3室主卧,金沙湾绿地和苑,1600,http://sh.58.com//pinpaigongyu/27195341734977x.shtml,121.273265,31.325837
【合租】上海大学 星福家园 3室次卧,星福家园,1600,http://sh.58.com//pinpaigongyu/27393469151925x.shtml,121.380392,31.319658
【合租】南翔 翔和雅苑 3室次卧,翔和雅苑,1408,http://sh.58.com//pinpaigongyu/27125387291202x.shtml,121.30428,31.319122
【合租】九亭 绿庭尚城 3室主卧,绿庭尚城,1450,http://sh.58.com//pinpaigongyu/27371402768430x.shtml,121.321144,31.152288
【合租】松江老城 荣乐雅筑 4室次卧,荣乐雅筑,1535,http://sh.58.com//pinpaigongyu/27125575393717x.shtml,121.189325,31.015607
【整租】高行 中冶尚城 1室1厅,中冶尚城,2000,http://sh.58.com//pinpaigongyu/27324705517870x.shtml,121.608234,31.295401
【合租】上海大学 星福家园 3室次卧,星福家园,1600,http://sh.58.com//pinpaigongyu/27328416413246x.shtml,121.380392,31.319658
【合租】马陆 金沙湾绿地和苑 3室次卧,金沙湾绿地和苑,1350,http://sh.58.com//pinpaigongyu/27315804057913x.shtml,121.273265,31.325837
【整租】人民广场 翌佳公寓 1室1厅,【整租】人民广场,1280,http://sh.58.com//pinpaigongyu/27427003833666x.shtml,121.475190,31.228833
【合租】罗店 金丰苑南区 3室次卧,金丰苑南区,1100,http://sh.58.com//pinpaigongyu/26986242723777x.shtml,121.346638,31.415251
【合租】罗店 美罗家园润苑 3室主卧,美罗家园润苑,1250,http://sh.58.com//pinpaigongyu/26894941562676x.shtml,121.332989,31.398909
【合租】九亭 英伦风尚 2室次卧,英伦风尚,1500,http://sh.58.com//pinpaigongyu/27381799066700x.shtml,121.312535,31.152561
【合租】嘉定新城 白银时代 4室次卧,白银时代,1575,http://sh.58.com//pinpaigongyu/27269041268410x.shtml,121.252117,31.351851
【合租】上海大学 丰宝苑 3室主卧,丰宝苑,1800,http://sh.58.com//pinpaigongyu/27004608961601x.shtml,121.381893,31.322749
【整租】浦江 翌佳公寓 1室1厅,【整租】浦江,1280,http://sh.58.com//pinpaigongyu/27359740003242x.shtml,121.473795,31.106506
【整租】南桥 翌佳公寓 1室1厅,【整租】南桥,1280,http://sh.58.com//pinpaigongyu/27351513248430x.shtml,121.456894,30.911385
【合租】老闵行 红旗五村 3室次卧,红旗五村,1139,http://sh.58.com//pinpaigongyu/26929712032205x.shtml,121.407965,31.017131
【合租】马陆 金沙湾绿地和苑 3室次卧,金沙湾绿地和苑,1300,http://sh.58.com//pinpaigongyu/27328401705030x.shtml,121.273265,31.325837
【合租】川沙 华川家园 1室次卧,华川家园,1750,http://sh.58.com//pinpaigongyu/27255196810952x.shtml,121.718117,31.187942
【合租】浦江 滨浦五村 4室次卧,滨浦五村,1925,http://sh.58.com//pinpaigongyu/27335414393265x.shtml,121.498294,31.067124
【整租】浦江 翌佳公寓 1室1厅,【整租】浦江,1280,http://sh.58.com//pinpaigongyu/27404769345588x.shtml,121.473795,31.106506
【整租】浦江 浦江智汇园 1室1厅,浦江智汇园,1600,http://sh.58.com//pinpaigongyu/27413779394498x.shtml,121.527843,31.082197
【合租】罗店 宝欣苑二村 3室次卧,宝欣苑二村,1000,http://sh.58.com//pinpaigongyu/27180794026048x.shtml,121.346657,31.389982
【合租】嘉定城区 远香舫庭苑 3室主卧,远香舫庭苑,1500,http://sh.58.com//pinpaigongyu/26452599139246x.shtml,121.271837,31.366717
【整租】浦江 V领地三达路社区 1室1厅,V领地三达路社区,1700,http://sh.58.com//pinpaigongyu/27405492151358x.shtml,121.521279,31.092792
【合租】松江老城 辰丰苑 2室主卧,辰丰苑,1863,http://sh.58.com//pinpaigongyu/27158447689931x.shtml,121.192256,31.016612
【合租】马陆 金沙湾绿地和苑 3室主卧,金沙湾绿地和苑,1600,http://sh.58.com//pinpaigongyu/27328319853869x.shtml,121.273265,31.325837
【合租】杨行 和家欣苑D区 3室主卧,和家欣苑D区,1605,http://sh.58.com//pinpaigongyu/27390701994162x.shtml,121.42222,31.368825
【合租】周浦 御沁园 3室次卧,御沁园,1600,http://sh.58.com//pinpaigongyu/27311630089932x.shtml,121.581932,31.107927
【整租】浦江 翌佳公寓 1室1厅,【整租】浦江,1280,http://sh.58.com//pinpaigongyu/27379549378128x.shtml,121.473795,31.106506
【合租】罗店 罗智苑 3室主卧,罗智苑,1300,http://sh.58.com//pinpaigongyu/27081412698041x.shtml,121.351884,31.395572
【合租】川沙 东绣苑 3室次卧,东绣苑,1300,http://sh.58.com//pinpaigongyu/26960218713678x.shtml,121.697103,31.182359
【合租】嘉定城区 同盛园 3室主卧,同盛园,1500,http://sh.58.com//pinpaigongyu/27282265263790x.shtml,121.218891,31.386963
【合租】川沙 东绣苑 3室主卧,东绣苑,1700,http://sh.58.com//pinpaigongyu/26960233268415x.shtml,121.697103,31.182359
【合租】马陆 枫树林景苑 3室次卧,枫树林景苑,1581,http://sh.58.com//pinpaigongyu/27225055004085x.shtml,121.276732,31.337487
【合租】菊园新区 柳湖景庭 3室次卧,柳湖景庭,1100,http://sh.58.com//pinpaigongyu/27085058736969x.shtml,121.253414,31.412555
【整租】三林 翌佳公寓 1室1厅,【整租】三林,1280,http://sh.58.com//pinpaigongyu/27369247404206x.shtml,121.505455,31.133472
【合租】南桥 绿地南桥新苑 3室主卧,绿地南桥新苑,1100,http://sh.58.com//pinpaigongyu/27394630032951x.shtml,121.472775,30.936653
【整租】浦江 一品漫城 1室1厅,一品漫城,1980,http://sh.58.com//pinpaigongyu/27415693043781x.shtml,121.501447,31.123424
【整租】浦江 浦江智汇园 1室1厅,浦江智汇园,1600,http://sh.58.com//pinpaigongyu/27412860585789x.shtml,121.527843,31.082197
【合租】月浦 新月鸿锦苑 3室主卧,新月鸿锦苑,1350,http://sh.58.com//pinpaigongyu/27006522815691x.shtml,121.419905,31.426104
【整租】西藏南路 翌佳公寓 1室1厅,【整租】西藏南路,1280,http://sh.58.com//pinpaigongyu/27351704609732x.shtml,121.485884,31.212238
【整租】浦江 翌佳公寓 1室1厅,【整租】浦江,1280,http://sh.58.com//pinpaigongyu/27379368629814x.shtml,121.473795,31.106506
【合租】菊园新区 柳湖景庭 3室次卧,柳湖景庭,1000,http://sh.58.com//pinpaigongyu/27415036357194x.shtml,121.253648,31.412848
【合租】南翔 永翔佳苑 3室主卧,永翔佳苑,1700,http://sh.58.com//pinpaigongyu/27103816860725x.shtml,121.33611,31.297816
【整租】浦江 浦江智汇园 1室1厅,浦江智汇园,1600,http://sh.58.com//pinpaigongyu/27412958425038x.shtml,121.527843,31.082197
【合租】安亭 沁乐佳苑 4室次卧,沁乐佳苑,1175,http://sh.58.com//pinpaigongyu/27225115697219x.shtml,121.1653011,31.31386448
【合租】嘉定城区 柳湖景庭 2室次卧,柳湖景庭,1253,http://sh.58.com//pinpaigongyu/26452626354473x.shtml,121.253413,31.412554
【合租】嘉定城区 练祁佳城同盛园 3室主卧,练祁佳城同盛园,1100,http://sh.58.com//pinpaigongyu/26951893420094x.shtml,121.217546,31.388026
【整租】高行 中冶尚城 1室1厅,中冶尚城,2000,http://sh.58.com//pinpaigongyu/27324705517870x.shtml,121.608234,31.295401
【合租】上海大学 星福家园 3室次卧,星福家园,1600,http://sh.58.com//pinpaigongyu/27328416413246x.shtml,121.380392,31.319658
【合租】马陆 金沙湾绿地和苑 3室次卧,金沙湾绿地和苑,1350,http://sh.58.com//pinpaigongyu/27315804057913x.shtml,121.273265,31.325837
【整租】人民广场 翌佳公寓 1室1厅,【整租】人民广场,1280,http://sh.58.com//pinpaigongyu/27427003833666x.shtml,121.475190,31.228833
【整租】长阳路 乾昌大厦 1室1厅,乾昌大厦,2000,http://sh.58.com//pinpaigongyu/27336683385551x.shtml,121.527354,31.266205
【合租】浦江 景舒苑一村 4室次卧,景舒苑一村,1988,http://sh.58.com//pinpaigongyu/27412837602122x.shtml,121.501222,31.081281
【整租】金桥 高海家苑 1室1厅,高海家苑,1900,http://sh.58.com//pinpaigongyu/27324883211970x.shtml,121.589708,31.317901
【整租】浦江 闵浦新苑五村 1室1厅,闵浦新苑五村,1500,http://sh.58.com//pinpaigongyu/27411694654133x.shtml,121.541282,31.068862
【合租】罗店 美罗家园润苑 3室主卧,美罗家园润苑,1200,http://sh.58.com//pinpaigongyu/27114490296376x.shtml,121.332989,31.398909
【合租】嘉定城区 练祁佳城同盛园 3室次卧,练祁佳城同盛园,1000,http://sh.58.com//pinpaigongyu/26951877329475x.shtml,121.218552,31.387286
【合租】泗泾 紫薇茗庭 3室主卧,紫薇茗庭,1450,http://sh.58.com//pinpaigongyu/26952035708233x.shtml,121.254648,31.099238
【合租】上海大学 葑润华庭 3室次卧,葑润华庭,1600,http://sh.58.com//pinpaigongyu/27328388514881x.shtml,121.387403,31.32904
【合租】马陆 枫树林景苑 3室主卧,枫树林景苑,1575,http://sh.58.com//pinpaigongyu/27280103176771x.shtml,121.276732,31.337487
【整租】金桥 v领地青年公寓 1室1厅,【整租】金桥,2000,http://sh.58.com//pinpaigongyu/27413621493049x.shtml,121.793003,30.983674
【合租】青浦新城 城东新村一村 3室主卧,城东新村一村,1935,http://sh.58.com//pinpaigongyu/27225091638215x.shtml,121.129976,31.153907
【合租】南翔 裕丰小区 3室次卧,裕丰小区,1200,http://sh.58.com//pinpaigongyu/26884534736207x.shtml,121.315429,31.304594
【合租】南翔 漪园新村 3室主卧,漪园新村,1600,http://sh.58.com//pinpaigongyu/27172247919672x.shtml,121.314799,31.290805
【整租】浦江 v领地 1室1厅,v领地,1500,http://sh.58.com//pinpaigongyu/27412746246477x.shtml,121.473795,31.106506
【合租】嘉定城区 远香舫嘉苑 3室次卧,远香舫嘉苑,1250,http://sh.58.com//pinpaigongyu/26758712089266x.shtml,121.270678973,31.3651077278
【合租】罗店 美罗家园润苑 3室主卧,美罗家园润苑,1265,http://sh.58.com//pinpaigongyu/27379640750383x.shtml,121.332989,31.398909
【合租】南桥 江海花园 3室次卧,江海花园,1028,http://sh.58.com//pinpaigongyu/27225049748923x.shtml,121.466713,30.907833
【合租】菊园新区 宝菊新家园 4室次卧,宝菊新家园,1428,http://sh.58.com//pinpaigongyu/27225335007793x.shtml,121.23225,31.391661
【合租】嘉定城区 柳湖景庭 3室次卧,柳湖景庭,1000,http://sh.58.com//pinpaigongyu/26719816041936x.shtml,121.253413,31.412554
【合租】安亭 大名城名郡 3室主卧,大名城名郡,1200,http://sh.58.com//pinpaigongyu/26718607589441x.shtml,121.162602,31.29549
【整租】浦江 翌佳公寓 1室1厅,【整租】浦江,1280,http://sh.58.com//pinpaigongyu/27351509460041x.shtml,121.473795,31.106506
【合租】马陆 枫树林景苑 3室主卧,枫树林景苑,1642,http://sh.58.com//pinpaigongyu/27225088310961x.shtml,121.276732,31.337487
【整租】浦江 浦江人才公寓 1室1厅,【整租】浦江,1650,http://sh.58.com//pinpaigongyu/27360772109609x.shtml,121.528123,31.083408
【整租】外高桥 中冶尚城 1室1厅,中冶尚城,2000,http://sh.58.com//pinpaigongyu/27349928812352x.shtml,121.592787,31.320578
【整租】浦江 浦江人才公寓 1室1厅,【整租】浦江,1700,http://sh.58.com//pinpaigongyu/27360880886594x.shtml,121.528123,31.083408
【合租】菊园新区 怡华家园 3室次卧,怡华家园,1100,http://sh.58.com//pinpaigongyu/27359179978156x.shtml,121.251693,31.411665
【合租】上海大学 聚丰景都 3室主卧,聚丰景都,1750,http://sh.58.com//pinpaigongyu/27017409777742x.shtml,121.381518,31.316993
【合租】惠南 惠康苑 3室主卧,惠康苑,1200,http://sh.58.com//pinpaigongyu/27415145185222x.shtml,121.743621,31.074066
【合租】马陆 枫树林景苑 3室次卧,枫树林景苑,1415,http://sh.58.com//pinpaigongyu/27225062938287x.shtml,121.276732,31.337487
【合租】上海大学 祁连家园 3室主卧,祁连家园,1900,http://sh.58.com//pinpaigongyu/27315403674669x.shtml,121.38831,31.318628
【合租】莘闵 荣盛名邸 4室主卧,荣盛名邸,1554,http://sh.58.com//pinpaigongyu/27121417021233x.shtml,121.343098,31.100552
【合租】月浦 阳光美林 3室主卧,阳光美林,1300,http://sh.58.com//pinpaigongyu/26904253097386x.shtml,121.416585,31.432601
【合租】上海大学 丰宝苑 3室次卧,丰宝苑,1600,http://sh.58.com//pinpaigongyu/27393231651756x.shtml,121.386765,31.32449
【整租】浦江 浦江人才公寓 1室1厅,【整租】浦江,1700,http://sh.58.com//pinpaigongyu/27360798540224x.shtml,121.528123,31.083408
【合租】罗南 罗贤苑 3室主卧,罗贤苑,1300,http://sh.58.com//pinpaigongyu/26452700595777x.shtml,121.348217,31.389119
【合租】月浦 阳光美林 3室主卧,阳光美林,1300,http://sh.58.com//pinpaigongyu/27082537986094x.shtml,121.416585,31.432601
【合租】江桥新城 嘉海雅苑 3室主卧,嘉海雅苑,1500,http://sh.58.com//pinpaigongyu/26719660598186x.shtml,121.326267,31.275511
【合租】罗店 美平苑 3室主卧,美平苑,1200,http://sh.58.com//pinpaigongyu/27260372854698x.shtml,121.346638,31.415251
【整租】浦江 浦江人才公寓 1室1厅,【整租】浦江,1700,http://sh.58.com//pinpaigongyu/27360755353898x.shtml,121.528123,31.083408
【整租】吴泾 翌佳公寓 1室1厅,【整租】吴泾,1280,http://sh.58.com//pinpaigongyu/27351641152450x.shtml,121.465153,31.050726
【合租】外高桥 名扬佳园 3室主卧,名扬佳园,1600,http://sh.58.com//pinpaigongyu/27347081987129x.shtml,121.572881,31.356896
【合租】惠南 惠康苑 3室主卧,惠康苑,1200,http://sh.58.com//pinpaigongyu/27269377648208x.shtml,121.743621,31.074066
【整租】浦江 浦江世博家园十三 1室1厅,浦江世博家园十三,1700,http://sh.58.com//pinpaigongyu/27401709249866x.shtml,121.515118,31.0791
【合租】松江大学城 莱顿小城 4室主卧,莱顿小城,1550,http://sh.58.com//pinpaigongyu/27314900589005x.shtml,121.255142,31.072761
【合租】嘉定城区 远香舫新苑 3室次卧,远香舫新苑,1386,http://sh.58.com//pinpaigongyu/27313284432815x.shtml,121.261696,31.362494
【合租】徐泾 徐泾北城欣沁苑 3室次卧,徐泾北城欣沁苑,1388,http://sh.58.com//pinpaigongyu/27324339550522x.shtml,121.243659,31.188623
【合租】浦江 滨浦五村 3室次卧,滨浦五村,1400,http://sh.58.com//pinpaigongyu/27313528928561x.shtml,121.502891,31.0731
【合租】罗店 美平苑 3室次卧,美平苑,1000,http://sh.58.com//pinpaigongyu/27083202862776x.shtml,121.346638,31.415251
【合租】惠南 长城澜溪岸城 3室主卧,长城澜溪岸城,1100,http://sh.58.com//pinpaigongyu/26815830532806x.shtml,121.761864,31.045767
【合租】颛桥 金铭文博水景苑 3室次卧,金铭文博水景苑,1659,http://sh.58.com//pinpaigongyu/26918337512007x.shtml,121.404711,31.070599
【整租】浦江 浦江智汇园 1室1厅,浦江智汇园,1700,http://sh.58.com//pinpaigongyu/27413616067245x.shtml,121.527843,31.082197
【合租】共富新村 康桥水都 3室次卧,康桥水都,1500,http://sh.58.com//pinpaigongyu/27170165175995x.shtml,121.442216,31.36688
【合租】嘉定城区 绿洲丰怡园 3室次卧,绿洲丰怡园,1438,http://sh.58.com//pinpaigongyu/27169522225081x.shtml,121.240523,31.374927
【合租】川沙 明星花园 3室主卧,明星花园,1800,http://sh.58.com//pinpaigongyu/27005311974092x.shtml,121.716286,31.208816
【整租】浦江 闵浦新苑二村 1室1厅,闵浦新苑二村,1600,http://sh.58.com//pinpaigongyu/27401754705732x.shtml,121.537438,31.065435
【合租】江桥新城 嘉海雅苑一区 3室主卧,嘉海雅苑一区,1550,http://sh.58.com//pinpaigongyu/26973636647473x.shtml,121.326473,31.27588
【合租】嘉定城区 远香舫庭苑 3室主卧,远香舫庭苑,1500,http://sh.58.com//pinpaigongyu/26452599139246x.shtml,121.271837,31.366717
【整租】浦江 V领地三达路社区 1室1厅,V领地三达路社区,1700,http://sh.58.com//pinpaigongyu/27405492151358x.shtml,121.521279,31.092792
【合租】松江老城 辰丰苑 2室主卧,辰丰苑,1863,http://sh.58.com//pinpaigongyu/27158447689931x.shtml,121.192256,31.016612
【合租】马陆 金沙湾绿地和苑 3室主卧,金沙湾绿地和苑,1600,http://sh.58.com//pinpaigongyu/27328319853869x.shtml,121.273265,31.325837
【合租】杨行 和家欣苑D区 3室主卧,和家欣苑D区,1605,http://sh.58.com//pinpaigongyu/27390701994162x.shtml,121.42222,31.368825
【合租】周浦 御沁园 3室次卧,御沁园,1600,http://sh.58.com//pinpaigongyu/27311630089932x.shtml,121.581932,31.107927
【合租】杨行 宝虹水岸景苑 3室主卧,宝虹水岸景苑,1650,http://sh.58.com//pinpaigongyu/27151209855429x.shtml,121.441643,31.377368
【合租】菊园新区 汇丰凯苑 4室主卧,汇丰凯苑,1500,http://sh.58.com//pinpaigongyu/27235915518644x.shtml,121.232363,31.392535
【合租】罗南 美平苑 3室主卧,美平苑,1200,http://sh.58.com//pinpaigongyu/27338077518135x.shtml,121.354218,31.39646
【整租】浦江 翌佳公寓 1室1厅,【整租】浦江,1280,http://sh.58.com//pinpaigongyu/27424433617069x.shtml,121.473795,31.106506
【整租】浦江 魔方公寓昌林路 1室1厅,【整租】浦江,2000,http://sh.58.com//pinpaigongyu/27404391024823x.shtml,121.52898,31.070957
【合租】上海大学 星福家园 3室主卧,星福家园,1800,http://sh.58.com//pinpaigongyu/27261351179190x.shtml,121.380392,31.319658
【合租】安亭 博泰景苑 4室主卧,博泰景苑,1685,http://sh.58.com//pinpaigongyu/27235895810873x.shtml,121.158696,31.305842
